BioSample	Experiment	LoadDate	MBases	MBytes	Run	SRA_Sample	Sample_Name	genotype	time	treatment	Assay_Type	AvgSpotLen	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	SRA_Study	source_name	tissue
SAMN04252008	SRX1424214	2015-11-20	4550	3083	SRR2931320	SRS1156445	GSM1933626	Pandan wangi (PW; IRGC#35834, Japonica)	60 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04252009	SRX1424215	2015-11-20	2945	1887	SRR2931321	SRS1156444	GSM1933627	Pandan wangi (PW; IRGC#35834, Japonica)	75 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04252010	SRX1424216	2015-11-20	2475	1580	SRR2931322	SRS1156443	GSM1933628	Pandan wangi (PW; IRGC#35834, Japonica)	75 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04252011	SRX1424217	2015-11-20	3685	2397	SRR2931323	SRS1156442	GSM1933629	Pandan wangi (PW; IRGC#35834, Japonica)	90 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04252012	SRX1424218	2015-11-20	3632	2365	SRR2931324	SRS1156441	GSM1933630	Pandan wangi (PW; IRGC#35834, Japonica)	90 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04252013	SRX1424219	2015-11-20	4160	2666	SRR2931325	SRS1156440	GSM1933631	Pandan wangi (PW; IRGC#35834, Japonica)	105 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04252014	SRX1424220	2015-11-20	3545	2340	SRR2931326	SRS1156438	GSM1933632	Pandan wangi (PW; IRGC#35834, Japonica)	105 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04252015	SRX1424221	2015-11-20	3880	2505	SRR2931327	SRS1156437	GSM1933633	Pandan wangi (PW; IRGC#35834, Japonica)	120 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04252016	SRX1424222	2015-11-20	3421	2101	SRR2931328	SRS1156435	GSM1933634	Pandan wangi (PW; IRGC#35834, Japonica)	120 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04252017	SRX1424223	2015-11-20	4398	2892	SRR2931329	SRS1156436	GSM1933635	Pandan wangi (PW; IRGC#35834, Japonica)	135 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04252018	SRX1424224	2015-11-20	2683	1783	SRR2931330	SRS1156434	GSM1933636	Pandan wangi (PW; IRGC#35834, Japonica)	135 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04252019	SRX1424225	2015-11-20	4655	2927	SRR2931331	SRS1156433	GSM1933637	Pandan wangi (PW; IRGC#35834, Japonica)	150 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04252020	SRX1424226	2015-11-20	4406	2986	SRR2931332	SRS1156432	GSM1933638	Pandan wangi (PW; IRGC#35834, Japonica)	150 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04252021	SRX1424227	2015-11-20	2389	1479	SRR2931333	SRS1156431	GSM1933639	Pandan wangi (PW; IRGC#35834, Japonica)	165 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04252022	SRX1424228	2015-11-20	4099	2657	SRR2931334	SRS1156428	GSM1933640	Pandan wangi (PW; IRGC#35834, Japonica)	165 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04252023	SRX1424229	2015-11-20	3047	1950	SRR2931335	SRS1156429	GSM1933641	Pandan wangi (PW; IRGC#35834, Japonica)	180 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251698	SRX1424230	2015-11-20	3662	2486	SRR2931336	SRS1156430	GSM1933642	Pandan wangi (PW; IRGC#35834, Japonica)	180 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251699	SRX1424231	2015-11-20	3898	2537	SRR2931337	SRS1156427	GSM1933643	Pandan wangi (PW; IRGC#35834, Japonica)	195 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251700	SRX1424232	2015-11-20	2947	1995	SRR2931338	SRS1156426	GSM1933644	Pandan wangi (PW; IRGC#35834, Japonica)	195 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251701	SRX1424233	2015-11-20	3147	2011	SRR2931339	SRS1156425	GSM1933645	Pandan wangi (PW; IRGC#35834, Japonica)	210 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251702	SRX1424234	2015-11-20	4680	3146	SRR2931340	SRS1156424	GSM1933646	Pandan wangi (PW; IRGC#35834, Japonica)	210 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251703	SRX1424235	2015-11-19	3533	2427	SRR2931341	SRS1156422	GSM1933647	Pandan wangi (PW; IRGC#35834, Japonica)	225 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251704	SRX1424236	2015-11-19	2648	1692	SRR2931342	SRS1156423	GSM1933648	Pandan wangi (PW; IRGC#35834, Japonica)	225 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251705	SRX1424237	2015-11-19	2917	1825	SRR2931343	SRS1156421	GSM1933649	Pandan wangi (PW; IRGC#35834, Japonica)	240 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251706	SRX1424238	2015-11-19	3873	2605	SRR2931344	SRS1156420	GSM1933650	Pandan wangi (PW; IRGC#35834, Japonica)	240 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251707	SRX1424239	2015-11-19	2582	1650	SRR2931345	SRS1156419	GSM1933651	Pandan wangi (PW; IRGC#35834, Japonica)	135 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251708	SRX1424240	2015-11-19	3666	2357	SRR2931346	SRS1156418	GSM1933652	Pandan wangi (PW; IRGC#35834, Japonica)	135 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251709	SRX1424241	2015-11-19	2844	1807	SRR2931347	SRS1156417	GSM1933653	Pandan wangi (PW; IRGC#35834, Japonica)	150 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251710	SRX1424242	2015-11-19	4735	3255	SRR2931348	SRS1156416	GSM1933654	Pandan wangi (PW; IRGC#35834, Japonica)	150 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251711	SRX1424243	2015-11-19	2454	1574	SRR2931349	SRS1156415	GSM1933655	Pandan wangi (PW; IRGC#35834, Japonica)	165 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251712	SRX1424244	2015-11-19	2843	1903	SRR2931350	SRS1156414	GSM1933656	Pandan wangi (PW; IRGC#35834, Japonica)	165 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251713	SRX1424245	2015-11-19	4071	2716	SRR2931351	SRS1156413	GSM1933657	Pandan wangi (PW; IRGC#35834, Japonica)	180 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251714	SRX1424246	2015-11-19	4883	3170	SRR2931352	SRS1156412	GSM1933658	Pandan wangi (PW; IRGC#35834, Japonica)	180 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251715	SRX1424247	2015-11-19	3754	2531	SRR2931353	SRS1156411	GSM1933659	Pandan wangi (PW; IRGC#35834, Japonica)	195 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251716	SRX1424248	2015-11-19	2454	1544	SRR2931354	SRS1156409	GSM1933660	Pandan wangi (PW; IRGC#35834, Japonica)	195 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251717	SRX1424249	2015-11-19	3280	2113	SRR2931355	SRS1156410	GSM1933661	Pandan wangi (PW; IRGC#35834, Japonica)	210 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251718	SRX1424250	2015-11-19	5604	3774	SRR2931356	SRS1156407	GSM1933662	Pandan wangi (PW; IRGC#35834, Japonica)	210 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251719	SRX1424251	2015-11-19	1229	805	SRR2931357	SRS1156406	GSM1933663	Pandan wangi (PW; IRGC#35834, Japonica)	225 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251720	SRX1424252	2015-11-19	3921	2539	SRR2931358	SRS1156408	GSM1933664	Pandan wangi (PW; IRGC#35834, Japonica)	225 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251721	SRX1424253	2015-11-19	3225	2018	SRR2931359	SRS1156405	GSM1933665	Pandan wangi (PW; IRGC#35834, Japonica)	240 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251723	SRX1424254	2015-11-19	3874	2469	SRR2931360	SRS1156404	GSM1933666	Pandan wangi (PW; IRGC#35834, Japonica)	240 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251724	SRX1424255	2015-11-19	3524	2479	SRR2931361	SRS1156403	GSM1933667	Pandan wangi (PW; IRGC#35834, Japonica)	15 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251725	SRX1424256	2015-11-19	3287	2145	SRR2931362	SRS1156402	GSM1933668	Pandan wangi (PW; IRGC#35834, Japonica)	15 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251726	SRX1424257	2015-11-19	3351	2321	SRR2931363	SRS1156401	GSM1933669	Pandan wangi (PW; IRGC#35834, Japonica)	30 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251727	SRX1424258	2015-11-19	2550	1583	SRR2931364	SRS1156399	GSM1933670	Pandan wangi (PW; IRGC#35834, Japonica)	30 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251668	SRX1424259	2015-11-19	3802	2632	SRR2931365	SRS1156400	GSM1933671	Pandan wangi (PW; IRGC#35834, Japonica)	45 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251669	SRX1424260	2015-11-19	2957	1873	SRR2931366	SRS1156398	GSM1933672	Pandan wangi (PW; IRGC#35834, Japonica)	45 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251722	SRX1424261	2015-11-19	4992	3448	SRR2931367	SRS1156397	GSM1933673	Pandan wangi (PW; IRGC#35834, Japonica)	60 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251670	SRX1424262	2015-11-19	3572	2263	SRR2931368	SRS1156396	GSM1933674	Pandan wangi (PW; IRGC#35834, Japonica)	60 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251671	SRX1424263	2015-11-19	2886	1799	SRR2931369	SRS1156395	GSM1933675	Pandan wangi (PW; IRGC#35834, Japonica)	75 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251672	SRX1424264	2015-11-19	2403	1539	SRR2931370	SRS1156394	GSM1933676	Pandan wangi (PW; IRGC#35834, Japonica)	75 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251673	SRX1424265	2015-11-19	3921	2547	SRR2931371	SRS1156393	GSM1933677	Pandan wangi (PW; IRGC#35834, Japonica)	90 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251674	SRX1424266	2015-11-19	3377	2155	SRR2931372	SRS1156392	GSM1933678	Pandan wangi (PW; IRGC#35834, Japonica)	90 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251675	SRX1424267	2015-11-19	3256	2046	SRR2931373	SRS1156391	GSM1933679	Pandan wangi (PW; IRGC#35834, Japonica)	105 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251676	SRX1424268	2015-11-19	2685	1749	SRR2931374	SRS1156390	GSM1933680	Pandan wangi (PW; IRGC#35834, Japonica)	105 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251677	SRX1424269	2015-11-19	3398	2346	SRR2931375	SRS1156389	GSM1933681	Pandan wangi (PW; IRGC#35834, Japonica)	120 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251678	SRX1424270	2015-11-19	2708	1741	SRR2931376	SRS1156387	GSM1933682	Pandan wangi (PW; IRGC#35834, Japonica)	120 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251679	SRX1424271	2015-11-19	3045	1957	SRR2931377	SRS1156388	GSM1933683	Pandan wangi (PW; IRGC#35834, Japonica)	135 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251680	SRX1424272	2015-11-19	2465	1559	SRR2931378	SRS1156386	GSM1933684	Pandan wangi (PW; IRGC#35834, Japonica)	135 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251681	SRX1424273	2015-11-19	3733	2552	SRR2931379	SRS1156384	GSM1933685	Pandan wangi (PW; IRGC#35834, Japonica)	105 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251682	SRX1424274	2015-11-19	4366	2995	SRR2931380	SRS1156385	GSM1933686	Pandan wangi (PW; IRGC#35834, Japonica)	120 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251683	SRX1424275	2015-11-19	3426	2226	SRR2931381	SRS1156383	GSM1933687	Pandan wangi (PW; IRGC#35834, Japonica)	120 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251684	SRX1424276	2015-11-19	3307	2292	SRR2931382	SRS1156382	GSM1933688	Pandan wangi (PW; IRGC#35834, Japonica)	150 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251685	SRX1424277	2015-11-19	4461	3020	SRR2931383	SRS1156381	GSM1933689	Pandan wangi (PW; IRGC#35834, Japonica)	150 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251686	SRX1424278	2015-11-19	3453	2262	SRR2931384	SRS1156380	GSM1933690	Pandan wangi (PW; IRGC#35834, Japonica)	165 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251687	SRX1424279	2015-11-19	2931	1984	SRR2931385	SRS1156379	GSM1933691	Pandan wangi (PW; IRGC#35834, Japonica)	165 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251688	SRX1424280	2015-11-19	4296	2802	SRR2931386	SRS1156378	GSM1933692	Pandan wangi (PW; IRGC#35834, Japonica)	180 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251689	SRX1424281	2015-11-19	3474	2213	SRR2931387	SRS1156376	GSM1933693	Pandan wangi (PW; IRGC#35834, Japonica)	180 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251690	SRX1424282	2015-11-19	3940	2514	SRR2931388	SRS1156377	GSM1933694	Pandan wangi (PW; IRGC#35834, Japonica)	210 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
